Lon,Lat,Clave,Edo,Est,Tmax
-99.24,19.45,EMOMX,MEX,El Molinito Río Hondo Méx.,24
-99.78,19.46,PIRMX,MEX,Ignacio Ramírez Méx.,20
-99.7,19.47,SBBMX,MEX,José Antonio Alzate Méx.,21.12903226
-99.22,19.48,MBLMX,MEX,Molino Blanco Méx.,21.48387097
-98.88,19.48,CHPMX,MEX,Chapingo Méx.,24.83870968
-99.22,19.57,ARBMX,MEX,Las Arboledas Méx.,23.35483871
-98.92,19.58,GRDMX,MEX,La Grande Méx.,22.25806452
-99.19,19.62,OBSMX,MEX,San Martín Obispo Méx.,21.24193548
-99.05,19.63,K27MX,MEX,km 27+250 Méx.,22
-98.91,19.63,ACOLMAN,MEX,Acolman Méx. OCAVM*,22.27
-98.86,19.64,SNLMX,MEX,San Lucas Mex.,22
-99.96,19.66,TPTMX,MEX,San Andrés Tepetitlán Méx.,20.93548387
-99.3,19.7,CNPMX,MEX,La Concepción Méx.,22.32258065
-99.18,19.74,PCGMX,MEX,Puente Colgante Méx.,21
-99.87,19.78,ATPMX,MEX,Atlacomulco Prepa. Méx.,19.07692308
-99.56,19.88,DNXMX,MEX,Danxhó Méx.,18.64516129
-99.12,19.9,TTQMX,MEX,Tajo de Tequixquiac Mex.,22.19354839
-99.86,20.04,PNDMX,MEX,Ñadó Méx.,18.87096774
-99.7,20.05,HPNMX,MEX,Huapango Méx.,17.83870968
-99.74,20.12,PMNMX,MEX,El Molino Méx.,18.64516129
-101.93,18.92,ZICMC,MICH,Zicuirán Mich.,39.87096774
-102.37,19.08,APAMC,MICH,Apatzingán Mich. SMN*,34.7483871
-102.37,19.08,APTMC,MICH,Apatzingán Mich.,33.53225806
-102.87,19.21,LOLMC,MICH,Los Olivos Mich.,38.09677419
-102.77,19.29,CHLMC,JAL,Constitución de Apatzingán Jal.,37.51612903
-101.05,19.49,PDBMC,MICH,Planta de Bombeo Mich.,24.53225806
-101.45,19.55,VJIMC,MICH,Villa Jiménez Mich.,23.59677419
-101.26,19.63,COIMC,MICH,Coíntzio Mich.,24.06129032
-101.18,19.69,MORMC,MICH,Morelia Mich.,24.40322581
-101.1,19.7,MCEMC,MICH,Morelia Centro Mich.,24.03225806
-100.55,19.7,CHIMC,MICH,Ciudad Hidalgo Mich.,22.96774194
-100.87,19.83,MLPMC,MICH,Malpaís Mich.,25.5483871
-102.65,19.84,SJUMC,MICH,San Juanico Mich.,25.25806452
-100.44,19.89,MRVMC,MICH,Maravatío Mich.,26.08064516
-102.14,19.96,UREMC,MICH,Urepetiro Mich.,22.90322581
-100.45,19.97,EGIMC,MICH,El Gigante Mich.,26.69354839
-102.72,20.07,SAHMC,MICH,Sahuayo Mich.,26
-102.4,20.1,SSIMC,MICH,San Simón Mich.,26.96774194
-101.72,20.13,ANGMC,MICH,Angamacutiro Mich. SMN*,24.19032258
-102.75,20.15,LPAMC,MICH,La Palma Mich.,23.67741935
-101.6,20.3,PORMC,MICH,Pastor Ortiz Mich.,22.58064516
-101.46,20.32,CBLMC,MICH,Casa Blanca Mich.,24.30645161
-102.24,20.34,YURMC,MICH,Yurécuaro Mich.,25.87931034
-99.18,18.57,HIGMR,MOR,Higuerón Mor.,28.83870968
-99.2,18.6,JOJMR,MOR,Jojutla Mor.,34.17741935
-105.14,20.89,GAVNR,NAY,Gaviotas Nay.,31.88709677
-104.89,21.49,TEPNR,NAY,Tepic Nay.,28.01290323
-105.39,22.47,ACAPONETA,NAY,Acaponeta Nay. SMN*,30.68387097
-100.17,23.68,DARNL,NL,Doctor Arroyo N.L.,22.87096774
-99.78,23.98,ZRGNL,NL,Zaragoza N.L.,22.51612903
-99.82,24.1,ARRNL,NL,Aramberri N.L.,23.53333333
-99.7,24.78,CRUNL,NL,Crucitas N.L.,21.33928571
-100.08,24.83,GALNL,NL,Galeana N.L.,18.19354839
-99.58,24.87,CAMNL,NL,Camacho N.L.,23.17857143
-99.4,24.94,CPRNL,NL,José López Portillo N.L.,21.03846154
-99.74,24.99,CABNL,NL,Cabezones N.L.,21.51923077
